DATAFLOW,LAST UPDATE,freq,crudeoil,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-01,74.33,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-02,75.74,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-03,78.45,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-04,83.88,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-05,81.74,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-06,78.44,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-07,74.16,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-08,75.71,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-09,79.22,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-10,79.29,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-11,85.99,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2010-12,89.59,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-01,95.04,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-02,100.53,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-03,111.87,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-04,118.65,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-05,120.04,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-06,113.08,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-07,116.29,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-08,112.75,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-09,113.07,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-10,111.89,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-11,114.00,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2011-12,104.27,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-01,111.37,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-02,117.91,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-03,122.81,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-04,124.30,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-05,117.76,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-06,106.95,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-07,99.79,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-08,106.76,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-09,112.21,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-10,113.82,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-11,109.00,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2012-12,109.91,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-01,112.36,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-02,113.41,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-03,118.59,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-04,108.39,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-05,103.82,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-06,102.55,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-07,108.69,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-08,110.13,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-09,113.91,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-10,112.32,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-11,112.80,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2013-12,112.12,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-01,111.50,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-02,110.04,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-03,109.70,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-04,110.00,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-05,109.09,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-06,111.03,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-07,109.87,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-08,108.32,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-09,103.96,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-10,96.53,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-11,90.29,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2014-12,78.96,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-01,56.18,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-02,57.89,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-03,59.87,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-04,61.08,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-05,64.31,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-06,63.73,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-07,57.96,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-08,55.71,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-09,48.79,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-10,48.48,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-11,49.96,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2015-12,44.77,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-01,36.26,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-02,33.22,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-03,35.63,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-04,39.76,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-05,41.06,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-06,45.44,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-07,46.13,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-08,45.98,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-09,44.66,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-10,47.12,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-11,46.34,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2016-12,47.09,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-01,55.42,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-02,54.94,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-03,54.01,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-04,51.13,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-05,52.81,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-06,49.00,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-07,49.21,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-08,52.25,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-09,54.90,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-10,55.59,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-11,59.80,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2017-12,65.03,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-01,68.80,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-02,69.50,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-03,66.14,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-04,69.82,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-05,71.58,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-06,73.77,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-07,74.69,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-08,73.34,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-09,77.23,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-10,79.26,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-11,71.52,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2018-12,60.03,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-01,60.78,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-02,63.53,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-03,64.41,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-04,68.78,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-05,71.45,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-06,67.60,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-07,66.03,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-08,62.27,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-09,59.93,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-10,61.59,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-11,62.37,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2019-12,65.36,b
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-01,66.982,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-02,58.329,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-03,44.321,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-04,26.211,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-05,23.898,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-06,35.675,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-07,42.556,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-08,45.734,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-09,42.702,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-10,40.806,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-11,40.409,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2020-12,47.041,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-01,52.312,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-02,57.244,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-03,63.579,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-04,65.533,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-05,66.732,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-06,69.035,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-07,72.483,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-08,72.593,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-09,71.710,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-10,78.020,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-11,79.406,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2021-12,78.131,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-01,82.528,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-02,94.299,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-03,105.429,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-04,115.920,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-05,112.207,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-06,108.698,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-07,111.719,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-08,123.264,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-09,106.024,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-10,98.623,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-11,96.769,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2022-12,88.550,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-01,82.535,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-02,79.540,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-03,81.220,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-04,84.571,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-05,79.502,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-06,76.905,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Austria,2023-07,79.246,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-01,74.74,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-02,76.21,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-03,81.86,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-04,77.26,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-05,73.25,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-06,74.82,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-07,75.99,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-08,76.46,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-09,79.56,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-10,83.56,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-11,87.61,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2010-12,91.67,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-01,99.18,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-02,109.36,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-03,117.60,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-04,115.79,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-05,111.36,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-06,111.60,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-07,114.22,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-08,109.37,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-09,111.67,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-10,108.89,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-11,109.15,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2011-12,108.68,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-01,111.76,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-02,120.01,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-03,125.22,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-04,118.64,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-05,109.00,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-06,93.71,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-07,101.59,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-08,112.44,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-09,112.50,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-10,110.83,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-11,109.18,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2012-12,109.76,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2013-01,112.53,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2013-02,115.88,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2013-03,108.02,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2013-04,101.37,
ESTAT:NRG_TI_COIFPM(1.0),05/10/23 11:00:00,Monthly,Total,Average price - USD per barrel,Belgium,2013-05,102.12,
