DATAFLOW,LAST UPDATE,freq,unit,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2021-10,302.24,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2021-11,453.91,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2021-12,718.25,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-01,623.37,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-02,519.07,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-03,546.78,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-04,415.20,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-05,253.78,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-06,49.87,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-07,16.15,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-08,12.04,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-09,241.97,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-10,296.11,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-11,476.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Estonia,2022-12,667.19,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-01,327.68,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-02,259.13,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-03,235.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-04,100.16,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-05,17.39,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-06,2.55,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-07,0.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-09,2.54,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-10,84.86,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-11,92.84,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2010-12,268.52,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-01,344.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-02,292.15,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-03,267.25,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-04,154.55,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-05,36.61,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-06,0.45,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-07,0.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-08,0.02,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-09,1.23,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-10,114.86,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-11,268.48,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2011-12,316.63,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-01,432.18,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-02,373.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-03,247.45,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-04,99.21,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-05,18.52,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-06,0.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-09,1.45,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-10,22.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-11,129.36,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2012-12,331.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-01,336.04,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-02,259.40,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-03,216.27,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-04,88.54,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-05,6.62,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-06,3.15,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-07,0.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-09,2.46,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-10,49.98,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-11,138.16,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2013-12,338.64,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-01,283.92,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-02,232.19,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-03,216.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-04,118.29,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-05,32.26,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-06,3.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-07,0.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-09,6.93,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-10,67.96,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-11,164.69,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2014-12,271.76,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-01,348.52,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-02,305.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-03,265.94,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-04,144.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-05,9.18,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-06,0.56,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-08,0.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-09,2.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-10,51.95,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-11,129.33,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2015-12,316.32,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-01,340.63,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-02,189.56,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-03,216.98,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-04,45.87,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-05,33.95,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-06,0.36,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-08,0.02,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-09,6.40,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-10,53.79,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-11,185.89,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2016-12,384.91,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-01,456.17,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-02,265.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-03,201.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-04,129.35,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-05,13.10,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-06,0.32,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-07,0.46,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-08,0.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-09,7.26,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-10,60.10,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-11,189.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2017-12,289.80,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-01,331.32,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-02,262.57,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-03,190.97,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-04,42.68,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-05,3.28,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-06,0.99,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-09,10.88,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-10,31.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-11,156.23,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2018-12,341.77,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-01,399.14,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-02,285.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-03,205.18,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-04,133.55,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-05,38.13,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-06,2.63,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-07,0.15,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-09,1.87,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-10,20.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-11,88.88,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2019-12,274.16,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-01,364.56,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-02,271.23,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-03,224.50,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-04,148.39,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-05,26.43,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-06,3.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-08,0.07,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-09,1.46,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-10,39.64,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-11,176.24,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2020-12,233.16,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-01,297.84,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-02,255.93,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-03,275.95,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-04,152.90,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-05,10.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-06,3.43,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-07,0.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-09,3.29,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-10,85.94,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-11,145.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2021-12,304.88,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-01,379.50,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-02,279.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-03,339.06,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-04,116.99,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-05,24.94,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-06,0.28,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-07,0.19,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-09,9.07,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-10,37.39,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-11,128.47,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Greece,2022-12,222.73,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-01,365.75,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-02,305.98,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-03,269.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-04,136.34,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-05,107.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-06,25.87,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-07,0.94,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-08,2.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-09,18.80,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-10,114.25,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-11,265.42,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2010-12,341.69,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-01,343.81,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-02,267.66,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-03,249.32,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-04,75.83,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-05,32.46,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-06,18.68,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-07,4.91,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-08,1.95,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-09,5.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-10,64.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-11,190.46,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2011-12,318.32,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-01,346.75,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-02,365.06,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-03,219.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-04,204.77,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-05,62.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-06,9.60,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-07,3.55,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-08,1.68,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-09,19.87,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-10,99.61,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-11,226.37,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2012-12,314.72,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-01,331.50,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-02,315.10,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-03,258.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-04,177.13,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-05,137.65,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-06,31.21,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-07,0.43,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-08,2.41,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-09,7.64,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-10,61.04,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-11,253.28,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2013-12,345.78,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2014-01,299.62,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2014-02,281.65,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2014-03,229.30,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2014-04,94.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Heating degree days,Spain,2014-05,67.84,
