DATAFLOW,LAST UPDATE,freq,unit,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2011-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2011-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2011-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2011-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-06,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-07,6.45,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2012-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-05,0.10,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-06,0.72,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-08,2.56,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2013-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-05,0.15,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-06,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-07,3.56,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-08,5.52,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2014-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-06,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2015-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-06,1.51,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-07,0.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2016-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-06,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2017-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-06,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-07,18.79,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-08,6.86,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2018-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-06,0.60,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-07,0.73,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2019-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-06,1.67,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-07,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2020-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-06,14.31,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-07,23.79,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-08,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2021-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-05,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-06,6.04,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-07,2.57,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-08,7.84,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-09,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-10,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Estonia,2022-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-04,0.02,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-05,6.31,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-06,48.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-07,114.66,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-08,164.34,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-09,16.19,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-10,1.55,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-11,0.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2010-12,0.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-05,0.12,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-06,27.07,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-07,126.01,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-08,112.59,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-09,55.22,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-10,0.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2011-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-04,0.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-05,0.28,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-06,77.60,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-07,182.49,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-08,151.76,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-09,31.74,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-10,4.49,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-11,0.27,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2012-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-04,0.08,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-05,8.40,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-06,53.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-07,99.86,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-08,139.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-09,23.05,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-10,0.79,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2013-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-04,0.33,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-05,1.38,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-06,40.50,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-07,90.52,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-08,119.86,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-09,18.71,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-10,1.49,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2014-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-04,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-05,0.65,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-06,16.53,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-07,131.76,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-08,127.79,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-09,54.03,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-10,0.49,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-11,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2015-12,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-01,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-02,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-03,0.00,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-04,0.09,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-05,2.67,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-06,78.39,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-07,129.88,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-08,117.14,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-09,24.51,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-10,1.21,
ESTAT:NRG_CHDD_M(1.0),01/02/23 23:00:00,Monthly,Number,Cooling degree days,Greece,2016-11,0.05,
